   0.0000000e+00   0.0000000e+00
   3.3444816e-03   1.3465125e-02
   6.6889632e-03   1.8968813e-02
   1.0033445e-02   2.3141305e-02
   1.3377926e-02   2.6616233e-02
   1.6722408e-02   2.9640010e-02
   2.0066890e-02   3.2339486e-02
   2.3411371e-02   3.4790293e-02
   2.6755853e-02   3.7041887e-02
   3.0100334e-02   3.9128744e-02
   3.3444816e-02   4.1076057e-02
   3.6789298e-02   4.2902909e-02
   4.0133779e-02   4.4624184e-02
   4.3478261e-02   4.6251757e-02
   4.6822742e-02   4.7795294e-02
   5.0167224e-02   4.9262791e-02
   5.3511706e-02   5.0660955e-02
   5.6856187e-02   5.1995480e-02
   6.0200669e-02   5.3271255e-02
   6.3545151e-02   5.4492513e-02
   6.6889632e-02   5.5662954e-02
   7.0234114e-02   5.6785831e-02
   7.3578595e-02   5.7864029e-02
   7.6923077e-02   5.8900119e-02
   8.0267559e-02   5.9896405e-02
   8.3612040e-02   6.0854964e-02
   8.6956522e-02   6.1777675e-02
   9.0301003e-02   6.2666246e-02
   9.3645485e-02   6.3522238e-02
   9.6989967e-02   6.4347080e-02
   1.0033445e-01   6.5142084e-02
   1.0367893e-01   6.5908462e-02
   1.0702341e-01   6.6647335e-02
   1.1036789e-01   6.7359743e-02
   1.1371237e-01   6.8046652e-02
   1.1705686e-01   6.8708965e-02
   1.2040134e-01   6.9347524e-02
   1.2374582e-01   6.9963120e-02
   1.2709030e-01   7.0556493e-02
   1.3043478e-01   7.1128342e-02
   1.3377926e-01   7.1679324e-02
   1.3712375e-01   7.2210060e-02
   1.4046823e-01   7.2721138e-02
   1.4381271e-01   7.3213113e-02
   1.4715719e-01   7.3686515e-02
   1.5050167e-01   7.4141846e-02
   1.5384615e-01   7.4579582e-02
   1.5719064e-01   7.5000181e-02
   1.6053512e-01   7.5404077e-02
   1.6387960e-01   7.5791685e-02
   1.6722408e-01   7.6163404e-02
   1.7056856e-01   7.6519615e-02
   1.7391304e-01   7.6860682e-02
   1.7725753e-01   7.7186958e-02
   1.8060201e-01   7.7498779e-02
   1.8394649e-01   7.7796470e-02
   1.8729097e-01   7.8080344e-02
   1.9063545e-01   7.8350702e-02
   1.9397993e-01   7.8607836e-02
   1.9732441e-01   7.8852025e-02
   2.0066890e-01   7.9083541e-02
   2.0401338e-01   7.9302648e-02
   2.0735786e-01   7.9509599e-02
   2.1070234e-01   7.9704640e-02
   2.1404682e-01   7.9888012e-02
   2.1739130e-01   8.0059944e-02
   2.2073579e-01   8.0220663e-02
   2.2408027e-01   8.0370387e-02
   2.2742475e-01   8.0509328e-02
   2.3076923e-01   8.0637693e-02
   2.3411371e-01   8.0755683e-02
   2.3745819e-01   8.0863495e-02
   2.4080268e-01   8.0961318e-02
   2.4414716e-01   8.1049340e-02
   2.4749164e-01   8.1127741e-02
   2.5083612e-01   8.1196699e-02
   2.5418060e-01   8.1256386e-02
   2.5752508e-01   8.1306972e-02
   2.6086957e-01   8.1348621e-02
   2.6421405e-01   8.1381495e-02
   2.6755853e-01   8.1405751e-02
   2.7090301e-01   8.1421544e-02
   2.7424749e-01   8.1429026e-02
   2.7759197e-01   8.1428342e-02
   2.8093645e-01   8.1419640e-02
   2.8428094e-01   8.1403059e-02
   2.8762542e-01   8.1378740e-02
   2.9096990e-01   8.1346819e-02
   2.9431438e-01   8.1307429e-02
   2.9765886e-01   8.1260701e-02
   3.0100334e-01   8.1206764e-02
   3.0434783e-01   8.1145744e-02
   3.0769231e-01   8.1077765e-02
   3.1103679e-01   8.1002948e-02
   3.1438127e-01   8.0921413e-02
   3.1772575e-01   8.0833277e-02
   3.2107023e-01   8.0738655e-02
   3.2441472e-01   8.0637661e-02
   3.2775920e-01   8.0530405e-02
   3.3110368e-01   8.0416997e-02
   3.3444816e-01   8.0297545e-02
   3.3779264e-01   8.0172153e-02
   3.4113712e-01   8.0040926e-02
   3.4448161e-01   7.9903967e-02
   3.4782609e-01   7.9761374e-02
   3.5117057e-01   7.9613248e-02
   3.5451505e-01   7.9459685e-02
   3.5785953e-01   7.9300782e-02
   3.6120401e-01   7.9136631e-02
   3.6454849e-01   7.8967327e-02
   3.6789298e-01   7.8792959e-02
   3.7123746e-01   7.8613617e-02
   3.7458194e-01   7.8429391e-02
   3.7792642e-01   7.8240365e-02
   3.8127090e-01   7.8046627e-02
   3.8461538e-01   7.7848260e-02
   3.8795987e-01   7.7645347e-02
   3.9130435e-01   7.7437969e-02
   3.9464883e-01   7.7226206e-02
   3.9799331e-01   7.7010138e-02
   4.0133779e-01   7.6789842e-02
   4.0468227e-01   7.6565394e-02
   4.0802676e-01   7.6336870e-02
   4.1137124e-01   7.6104344e-02
   4.1471572e-01   7.5867889e-02
   4.1806020e-01   7.5627575e-02
   4.2140468e-01   7.5383475e-02
   4.2474916e-01   7.5135656e-02
   4.2809365e-01   7.4884188e-02
   4.3143813e-01   7.4629138e-02
   4.3478261e-01   7.4370571e-02
   4.3812709e-01   7.4108553e-02
   4.4147157e-01   7.3843147e-02
   4.4481605e-01   7.3574417e-02
   4.4816054e-01   7.3302423e-02
   4.5150502e-01   7.3027227e-02
   4.5484950e-01   7.2748888e-02
   4.5819398e-01   7.2467465e-02
   4.6153846e-01   7.2183016e-02
   4.6488294e-01   7.1895597e-02
   4.6822742e-01   7.1605263e-02
   4.7157191e-01   7.1312069e-02
   4.7491639e-01   7.1016069e-02
   4.7826087e-01   7.0717314e-02
   4.8160535e-01   7.0415858e-02
   4.8494983e-01   7.0111750e-02
   4.8829431e-01   6.9805039e-02
   4.9163880e-01   6.9495775e-02
   4.9498328e-01   6.9184005e-02
   4.9832776e-01   6.8869776e-02
   5.0167224e-01   6.8553133e-02
   5.0501672e-01   6.8234121e-02
